,cities,lat,long,d1,d2,d3,sharp2,heat2,sharp3,heat3,sharp4,heat4,sharp5,heat5,sharp6,heat6,sharp7,heat7,sharp8,heat8,sharp9,heat9,sharp10,heat10
84,政和,27.366091,118.857533,0.224498766,-0.133654733,-0.109789824,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
85,福安,27.087964,119.647667,0.293024873,-0.133168779,-0.220826478,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
86,福鼎,27.324369,120.216712,0.283542831,-0.132043603,-0.234676479,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
87,古田,26.577632,118.746061,0.256772063,-0.16374465,-0.218786418,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
88,宁德闽_东山,26.665724,119.548198,0.273060835,-0.160523621,-0.184691953,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
89,宁德畲_河乾,26.743942,119.545734,0.267932525,-0.055789006,-0.01783142,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Z,Cluster 4,Z,Cluster 5,Z,Cluster 3,Z,Cluster 5,Z,Cluster 2,Z,Cluster 4,Cluster 4_a
90,屏南,26.908306,118.985611,0.266384424,-0.169350863,-0.22500199,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
91,寿宁,27.460556,119.504798,0.283343585,-0.10034422,-0.219856575,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
92,霞浦,26.885159,120.005544,0.281797426,-0.145588248,-0.247797256,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
93,柘荣,27.235132,119.900839,0.273630345,-0.134730417,-0.226043148,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
94,周宁,27.104733,119.338974,0.291163428,-0.147336625,-0.185828287,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
95,莆田,25.454279,119.00795,0.281766674,-0.18421498,-0.219044088,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
96,仙游,25.362023,118.691817,0.287293832,-0.188880017,-0.232353974,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
97,安溪,25.055453,118.186853,0.309425372,-0.221038586,-0.251589684,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
98,德化,25.491599,118.240975,0.306888313,-0.236107469,-0.258546809,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
99,泉州,24.873885,118.67585,0.309921654,-0.222169995,-0.250189819,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
100,惠安,25.030664,118.796958,0.302454337,-0.220170915,-0.256261414,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
101,晋江,24.781452,118.551993,0.308520451,-0.223770068,-0.261504128,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
102,南安,24.9604,118.38626,0.311458092,-0.217571803,-0.250028217,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
103,永春,25.321877,118.294225,0.308108493,-0.227480821,-0.254046181,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
104,大田,25.692613,117.84713,0.248947359,-0.193216539,-0.186249575,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
105,建宁,26.830928,116.846034,0.196767117,0.024801147,0.072979441,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Cluster 3_a,Cluster 3,Z,Cluster 5,Z,Cluster 4,Cluster 4_a,Cluster 8,Cluster 8_a,Cluster 8,Cluster 8_a,Cluster 4,Cluster 4_a
106,将乐,26.729058,117.47097,0.173703236,-0.056002405,-0.016601897,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 4,Z,Cluster 5,Z,Cluster 4,Z,Cluster 8,Cluster 8_a,Cluster 2,Cluster 2_a,Cluster 4,Cluster 4_a
107,明溪,26.35596,117.202189,0.204707025,-0.051313909,0.008389844,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Z,Cluster 3,Z,Cluster 5,Z,Cluster 4,Z,Cluster 8,Cluster 8_a,Cluster 2,Z,Cluster 4,Cluster 4_a
108,宁化,26.261768,116.654406,0.155011507,0.009805671,0.085580323,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 3,Z,Cluster 1,Z,Cluster 4,Z,Cluster 4,Cluster 4_a,Cluster 8,Cluster 8_a,Cluster 8,Cluster 8_a,Cluster 4,Z
109,清流,26.177818,116.816936,0.189445753,0.022995534,0.055060544,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Cluster 3_a,Cluster 3,Z,Cluster 5,Z,Cluster 4,Z,Cluster 8,Cluster 8_a,Cluster 8,Z,Cluster 4,Cluster 4_a
110,三明,26.263827,117.639184,0.211178276,-0.138964147,-0.088593078,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 1,Z,Cluster 5,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 4,Z
111,沙县,26.39618,117.792687,0.176178944,-0.117955011,-0.09430324,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 4,Z,Cluster 1,Z,Cluster 5,Cluster 5_a,Cluster 7,Z,Cluster 6,Z,Cluster 4,Cluster 4_a
112,泰宁,26.90013,117.175801,0.159640906,-0.041610173,-0.062907891,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 4,Z,Cluster 1,Z,Cluster 5,Z,Cluster 8,Z,Cluster 2,Cluster 2_a,Cluster 3,Z
113,永安,25.941374,117.365161,0.221686492,-0.123480065,-0.084593187,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 1,Z,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 4,Z
114,尤溪,26.170046,118.190495,0.265519861,-0.164410786,-0.199991942,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
115,厦门,24.479513,118.089477,0.311276495,-0.224615959,-0.255320951,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
116,同安,24.722874,118.152076,0.308774428,-0.231178571,-0.251664645,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
117,长泰,24.62581,117.759482,0.316141256,-0.215823286,-0.238800024,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
118,东山,23.701331,117.429642,0.320643802,-0.215615247,-0.236833875,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
119,华安,25.004479,117.53415,0.306332471,-0.225293536,-0.2311725,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
120,龙海,24.446593,117.818138,0.311075164,-0.219630266,-0.239487708,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
121,漳州,24.513464,117.647235,0.32101754,-0.21935339,-0.238817076,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
122,南靖,24.514529,117.357411,0.313606037,-0.234016433,-0.233473166,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
123,平和,24.363432,117.315854,0.312531456,-0.223529649,-0.241609832,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
124,云霄,23.958055,117.339633,0.305298369,-0.216133077,-0.241338857,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
125,漳浦,24.117097,117.61371,0.310791386,-0.226357019,-0.219300182,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
126,诏安,23.71153,117.175082,0.299993219,-0.206257148,-0.231732823,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
127,定西,35.57933,104.610904,-0.215417285,-0.048017432,-0.023054521,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
128,岷县,34.438093,104.036945,-0.241810283,-0.087997972,-0.033373685,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
129,嘉峪关,39.771903,98.289664,-0.271790709,-0.063223432,-0.027317534,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
130,瓜州,40.520211,95.782362,-0.277339797,-0.065438178,-0.028501396,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Cluster 2_b
131,兰州,36.061377,103.83416,-0.259061203,-0.067502513,-0.034135244,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
132,永登,36.736369,103.26047,-0.249169945,-0.058387122,-0.031512289,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
133,临夏县,35.49155,102.995599,-0.245515146,-0.089095455,-0.045477573,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
134,西和,34.010847,105.301413,-0.206583976,-0.039026991,-0.013076136,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 2,Z,Cluster 1,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
135,华亭,35.217552,106.653503,-0.253315407,-0.055951356,-0.013694841,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
136,环县,36.568484,107.308366,-0.252859578,-0.063472421,-0.027248243,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
137,西峰,35.73061,107.651121,-0.256458375,-0.058608198,-0.033334044,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
138,秦安,34.859177,105.675647,-0.212270809,-0.060821754,-0.026117123,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
139,武威,37.928181,102.637943,-0.252805447,-0.085863253,-0.032493651,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
140,张掖,38.925909,100.449799,-0.265787759,-0.071003886,-0.036208538,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
141,高台,39.377703,99.819418,-0.264992645,-0.074808382,-0.028748514,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
142,饶平,23.663229,117.004458,0.343567187,-0.233688355,-0.211992278,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
143,潮州,23.656698,116.622947,0.346534697,-0.221470322,-0.202374941,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
144,东莞,23.020675,113.751784,0.257885227,-0.11043261,0.195851782,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
145,高明,22.900269,112.892619,0.293838973,-0.101642223,0.197163419,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
146,南海,23.028835,113.142784,0.312204422,-0.10815267,0.171771967,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
147,三水,23.157889,112.893509,0.281702497,-0.113652302,0.192728197,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
148,顺德,22.805354,113.293193,0.285269672,-0.11523417,0.187577635,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
149,从化,23.548896,113.58637,0.276402958,-0.102643572,0.204578378,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
150,广州,23.129077,113.264345,0.269210781,-0.099431583,0.188946142,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
151,花都,23.40392,113.220263,0.283609324,-0.1134522,0.193989544,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
152,番禺,22.93772,113.384232,0.2745028,-0.125498462,0.192920407,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
153,增城,23.260932,113.811039,0.262180835,-0.124681669,0.19443587,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
154,东源,23.788563,114.746241,0.284365148,-0.034664619,0.198129336,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
155,和平,24.441999,114.938698,0.272006966,-0.053155898,0.198393369,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
156,连平,24.369577,114.488658,0.300883517,-0.060837419,0.199497016,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
157,龙川,24.10013,115.259819,0.279466289,-0.061434742,0.215848417,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
158,紫金,23.635331,115.183981,0.270569646,-0.071429462,0.192328605,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Z
159,博罗,23.173146,114.289714,0.292456608,-0.064982921,0.204992898,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Z
160,惠州,23.110762,114.416794,0.284115077,-0.055073076,0.191163936,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Z
161,惠东,22.984867,114.719984,0.279296344,-0.082601896,0.19814067,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
162,惠阳,22.78853,114.45647,0.268118257,-0.072528929,0.210847526,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Z
